*reference: ARXIV:2017.07374 : 2017 \
*reference: CERN-EP-2017-253  \
*doi: \
*status: \
*experiment: CERN-NA-058 \
*detector: COMPASS \
*inspireId: \
*cdsId:  \
*durhamId: \
*title: Transverse-momentum-dependent Multiplicities of Charged Hadrons in Muon-Deuteron Deep Inelastic Scattering \
*comment:Multiplicities of charged unidentified hadrons produced in semi-inclusive deep-inelastic scattering were measured in bins of the Bjorken scaling variable $x$, the photon virtuality, the relative hadron energy $z$ and the hadron transverse momentum $P_\{hT\}$. Data were collected by the COMPASS Collaboration using a $160$ GeV muon beam and an isoscalar target ($^\{6\}$LiD). The following kinematic domain is covered by the data: photon virtuality $Q^\{2\}$ $>$ $1$ (GeV/$c$)$^\{2\}$, invariant mass of the hadronic system $W$ $>$ $5$ GeV/$c^\{2\}$, Bjorken scaling variable in the range $0.003 < x <0.4$, fraction of the virtual photon energy carried by the hadron in the range $0.2 < z < 0.8$, square of the hadron transverse momentum with respect to the virtual photon direction in the range $0.02$ (GeV/$c$)$^2$ $< P_\{hT\}^\{2\}$ $<$ $3$ (GeV/$c$)$^\{2\}$. \
*dataset: \
*reackey: $mu^\{+\}$ d --> $mu'^\{+\}$ $h^\{+\}$ X \
*obskey: MULT \
*qual: PLAB IN GEV : 160.0 \
*qual: RE : $mu^\{+\}$ d --> $mu'^\{+\}$ h$^\{+\}$ X \


#  i      mult       stat (+/-)    syst (+/-)        Q2            x             z            Php
 121  3.826882e-01  1.349530e-02  6.227118e-02  9.800000e+00  1.488000e-01  2.446000e-01  9.639502e-01
 122  2.870877e-01  1.316161e-02  5.038430e-02  9.800000e+00  1.488000e-01  2.446000e-01  1.028251e+00
 123  2.096109e-01  1.128340e-02  3.884094e-02  9.800000e+00  1.488000e-01  2.446000e-01  1.084942e+00
 124  1.604988e-01  9.602490e-03  3.177967e-02  9.800000e+00  1.488000e-01  2.446000e-01  1.143154e+00
 125  1.262928e-01  8.660077e-03  2.694246e-02  9.800000e+00  1.488000e-01  2.446000e-01  1.202788e+00
 126  7.948493e-02  6.560661e-03  1.816798e-02  9.800000e+00  1.488000e-01  2.446000e-01  1.261666e+00
 127  7.266736e-02  6.099815e-03  1.776903e-02  9.800000e+00  1.488000e-01  2.446000e-01  1.326047e+00
 128  4.465806e-02  4.744919e-03  1.200185e-02  9.800000e+00  1.488000e-01  2.446000e-01  1.395564e+00
 129  3.185762e-02  3.244758e-03  9.144317e-03  9.800000e+00  1.488000e-01  2.446000e-01  1.474890e+00
 130  2.173445e-02  2.834929e-03  6.929825e-03  9.800000e+00  1.488000e-01  2.446000e-01  1.574960e+00
 131  1.507386e-02  2.344822e-03  5.359594e-03  9.800000e+00  1.488000e-01  2.446000e-01  1.674873e+00
 132  3.263293e+00  1.005601e-01  2.493439e-01  3.500000e+00  1.700000e-02  2.437000e-01  3.316625e-01
 133  3.200504e+00  1.072291e-01  2.475572e-01  3.500000e+00  1.700000e-02  2.437000e-01  3.605551e-01
 134  3.089176e+00  8.733902e-02  2.358389e-01  3.500000e+00  1.700000e-02  2.437000e-01  3.930649e-01
 135  2.847149e+00  9.568595e-02  2.201033e-01  3.500000e+00  1.700000e-02  2.437000e-01  4.275512e-01
 136  2.703543e+00  8.387089e-02  2.095849e-01  3.500000e+00  1.700000e-02  2.437000e-01  4.618441e-01
 137  2.477427e+00  7.567862e-02  1.926910e-01  3.500000e+00  1.700000e-02  2.437000e-01  4.991994e-01
 138  2.341104e+00  8.675895e-02  1.857901e-01  3.500000e+00  1.700000e-02  2.437000e-01  5.335729e-01
 139  2.166420e+00  6.909143e-02  1.691431e-01  3.500000e+00  1.700000e-02  2.437000e-01  5.691221e-01
 140  2.000497e+00  6.909652e-02  1.593500e-01  3.500000e+00  1.700000e-02  2.437000e-01  6.114736e-01
 141  1.694895e+00  5.961021e-02  1.359899e-01  3.500000e+00  1.700000e-02  2.437000e-01  6.550572e-01
 142  1.292100e+00  5.051421e-02  1.053662e-01  3.500000e+00  1.700000e-02  2.437000e-01  6.996428e-01
 143  1.121493e+00  4.454876e-02  9.358229e-02  3.500000e+00  1.700000e-02  2.437000e-01  7.474624e-01
 144  9.950145e-01  4.215081e-02  8.334364e-02  3.500000e+00  1.700000e-02  2.437000e-01  7.983107e-01
 145  7.412977e-01  3.763277e-02  6.424693e-02  3.500000e+00  1.700000e-02  2.437000e-01  8.475848e-01
 146  6.084601e-01  2.954914e-02  5.297224e-02  3.500000e+00  1.700000e-02  2.437000e-01  9.008885e-01
 147  4.953572e-01  2.568519e-02  4.422487e-02  3.500000e+00  1.700000e-02  2.437000e-01  9.656086e-01
 148  4.015208e-01  2.405424e-02  3.762330e-02  3.500000e+00  1.700000e-02  2.437000e-01  1.027959e+00
 149  3.081289e-01  2.214880e-02  2.996603e-02  3.500000e+00  1.700000e-02  2.437000e-01  1.085726e+00
 150  2.486927e-01  1.761668e-02  2.470912e-02  3.500000e+00  1.700000e-02  2.437000e-01  1.143941e+00
 151  1.797878e-01  1.634435e-02  1.946900e-02  3.500000e+00  1.700000e-02  2.437000e-01  1.201790e+00
 152  1.617264e-01  1.465645e-02  1.743612e-02  3.500000e+00  1.700000e-02  2.437000e-01  1.263487e+00
 153  1.195375e-01  1.221939e-02  1.381322e-02  3.500000e+00  1.700000e-02  2.437000e-01  1.328194e+00
 154  7.376143e-02  8.381981e-03  9.499578e-03  3.500000e+00  1.700000e-02  2.437000e-01  1.396997e+00
 155  7.068422e-02  7.097997e-03  8.280997e-03  3.500000e+00  1.700000e-02  2.437000e-01  1.478749e+00
 156  4.884345e-02  5.987261e-03  6.302381e-03  3.500000e+00  1.700000e-02  2.437000e-01  1.575595e+00
 157  3.811966e-02  5.015745e-03  5.350128e-03  3.500000e+00  1.700000e-02  2.437000e-01  1.671915e+00
 158  3.417355e+00  6.689906e-02  2.752873e-01  4.100000e+00  2.600000e-02  2.439000e-01  3.315117e-01
 159  3.447497e+00  7.054237e-02  2.797196e-01  4.100000e+00  2.600000e-02  2.439000e-01  3.602777e-01
 160  3.382615e+00  5.917433e-02  2.750190e-01  4.100000e+00  2.600000e-02  2.439000e-01  3.934463e-01
 161  3.300657e+00  6.551875e-02  2.719114e-01  4.100000e+00  2.600000e-02  2.439000e-01  4.276681e-01
 162  3.121006e+00  5.796364e-02  2.598688e-01  4.100000e+00  2.600000e-02  2.439000e-01  4.607602e-01
 163  2.726323e+00  5.133828e-02  2.312220e-01  4.100000e+00  2.600000e-02  2.439000e-01  4.993996e-01
 164  2.597634e+00  6.089120e-02  2.253294e-01  4.100000e+00  2.600000e-02  2.439000e-01  5.331979e-01
 165  2.288247e+00  4.498147e-02  1.989433e-01  4.100000e+00  2.600000e-02  2.439000e-01  5.693856e-01
 166  2.020482e+00  4.354856e-02  1.793320e-01  4.100000e+00  2.600000e-02  2.439000e-01  6.116371e-01
 167  1.762196e+00  3.787554e-02  1.596277e-01  4.100000e+00  2.600000e-02  2.439000e-01  6.552862e-01
 168  1.492630e+00  3.568543e-02  1.375638e-01  4.100000e+00  2.600000e-02  2.439000e-01  6.997142e-01
 169  1.281255e+00  3.078718e-02  1.213553e-01  4.100000e+00  2.600000e-02  2.439000e-01  7.472617e-01
 170  9.867796e-01  2.715321e-02  9.679321e-02  4.100000e+00  2.600000e-02  2.439000e-01  7.986238e-01
 171  8.467149e-01  2.558102e-02  8.623007e-02  4.100000e+00  2.600000e-02  2.439000e-01  8.470537e-01
 172  6.480181e-01  1.928733e-02  6.795628e-02  4.100000e+00  2.600000e-02  2.439000e-01  9.012769e-01
 173  5.141728e-01  1.621874e-02  5.618637e-02  4.100000e+00  2.600000e-02  2.439000e-01  9.654015e-01
 174  3.766879e-01  1.481241e-02  4.299715e-02  4.100000e+00  2.600000e-02  2.439000e-01  1.028640e+00
 175  3.208837e-01  1.430968e-02  3.815914e-02  4.100000e+00  2.600000e-02  2.439000e-01  1.084066e+00
